class,retro_templates
UNK,[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6]
UNK,[#16:3]-[N;H0;D3;+0:4](-[C:5]=[O;D1;H0:6])-[CH2;D2;+0:1]-[C:2]>>I-[CH2;D2;+0:1]-[C:2].[#16:3]-[NH;D2;+0:4]-[C:5]=[O;D1;H0:6]
UNK,[#7;a:3]:[c:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[c:4]-[CH;D2;+0:5]=[O;H0;D1;+0:6]
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:7]-[C:6]-[C:5]=[O;D1;H0:4]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[O;D1;H0:4]=[C:5]-[C:6]-[OH;D1;+0:7]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:5]-[C;D1;H3:4]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C;D1;H3:4]-[O-;H0;D1:5]
UNK,[#7:5]-[C:4]-[C@H;D3;+0:2](-[C:3])-[NH2;D1;+0:1]>>O=C1-[N;H0;D3;+0:1](-[CH;D3;+0:2](-[C:3])-[C:4]-[#7:5])-C(=O)-c2:c:c:c:c:c:2-1
UNK,[C;D1;H3:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:4](:[c:3]):[c:5]>>Br-[CH2;D2;+0:1]-[C;D1;H3:2].[c:3]:[nH;D2;+0:4]:[c:5]
UNK,[c:8]-[NH;D2;+0:7]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:1.[NH2;D1;+0:7]-[c:8]
UNK,[C:6]-[N;H0;D3;+0:7]1-[CH2;D2;+0:1]-[C:2]-[C:3]-[C;H0;D3;+0:4]-1=[O;D1;H0:5]>>Cl-[CH2;D2;+0:1]-[C:2]-[C:3]-[C;H0;D3;+0:4](-Cl)=[O;D1;H0:5].[C:6]-[NH2;D1;+0:7]
UNK,[#7;a:4]:[#7;a:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:8]-[C:7]>>Cl-[c;H0;D3;+0:1](:[c:2]):[#7;a:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8]
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7]
UNK,[C:5]-[N;H0;D3;+0:6](-[C:7])-[CH2;D2;+0:1]/[C:2]=[C:3]/[C:4]>>Br-[CH2;D2;+0:1]/[C:2]=[C:3]/[C:4].[C:5]-[NH;D2;+0:6]-[C:7]
UNK,[c:1]:[nH;D2;+0:2]:[c:3]>>[c:1]:[n;H0;D3;+0:2](:[c:3])-C-c1:c:c:c:c:c:1
UNK,[#8:8]-[C:7](=[O;D1;H0:9])-[c:6]1:[c:5]:[#7;a:4]:[c:3]:[#7;a:2]:[c;H0;D3;+0:1]:1-[NH;D2;+0:10]-[c:11]>>Cl-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7](-[#8:8])=[O;D1;H0:9].[NH2;D1;+0:10]-[c:11]
UNK,[OH;D1;+0:2]-[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[c;H0;D3;+0:4](-[c;H0;D3;+0:5](:[c:6]):[c:7]):[n;H0;D2;+0:8]:[c:9]:[c;H0;D3;+0:10]:1:[c:11]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4](=O)-[c;H0;D3;+0:5](:[c:6]):[c:7].[NH2;D1;+0:8]-[c:9]:[cH;D2;+0:10]:[c:11]
UNK,[#7:4]=[C:3]-[CH2;D2;+0:1]-[C:2]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]=[#7:4]
UNK,[C:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](-[N;D1;H2:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[N;D1;H2:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]-[OH;D1;+0:6]
UNK,[#7;a:4]:[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[NH;D2;+0:7]-[C@H;D3;+0:6](-[C;D1;H3:5])-[c:8]>>O=[CH;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4].[C;D1;H3:5]-[C@@H;D3;+0:6](-[NH2;D1;+0:7])-[c:8]
UNK,[#7;a:6]:[c:5]1:[c:4]:[#7;a:3]:[c:2]:[nH;D2;+0:1]:1>>C-O-c1:c:c:c(-C-[n;H0;D3;+0:1]2:[c:2]:[#7;a:3]:[c:4]:[c:5]:2:[#7;a:6]):c:c:1
UNK,[#7;a:4]:[c:3](:[c:5]:[#7;a:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[C:7]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8]
UNK,[#7;a:8]:[c:9](:[#7;a:10]:[#8;a:11])-[C@@H;D3;+0:12](-[C:13])-[C:14]-[N;H0;D3;+0:15](-[C:16])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#8;a:5]:[#7;a:6]:[c:7]:1>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#8;a:5]:[#7;a:6]:[c:7]:1.[#7;a:8]:[c:9](:[#7;a:10]:[#8;a:11])-[C@@H;D3;+0:12](-[C:13])-[C:14]-[NH;D2;+0:15]-[C:16]
UNK,[C:1]-[CH;D3;+0:2](-[C:3])-[CH2;D2;+0:4]-[C:5]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[CH;D2;+0:4]-[C:5]
UNK,[O;D1;H0:5]=[C:4](-[O;D1;H1:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:7]-[c:8]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[c:8]
UNK,[C:2]-[CH2;D2;+0:1]-[NH;D2;+0:4]-[C;D1;H3:3]>>O-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[NH2;D1;+0:4]
UNK,[C:4]=[C:5]-[C:6]-[O;H0;D2;+0:7]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]=[C:5]-[C:6]-[OH;D1;+0:7]
UNK,[#7;a:1]:[c:2]:[c:3]-[CH;D3;+0:4](-[C:5])-[CH2;D2;+0:6]-[C:7]-[#8:8]>>[#7;a:1]:[c:2]:[c:3]-[C;H0;D3;+0:4](-[C:5])=[CH;D2;+0:6]-[C:7]-[#8:8]
UNK,[O;D1;H0:7]=[C:6](-[O;D1;H1:8])-[C:5]-[NH;D2;+0:4]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH2;D1;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8]
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[#7;a:6]):[c:7]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].Cl-[c;H0;D3;+0:5](:[#7;a:6]):[c:7]
UNK,[#7:4]-[C:3]-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C:3]-[#7:4]
UNK,[C:5]=[C:4]-[C:2](=[O;D1;H0:3])-[OH;D1;+0:1]>>C-C(-C)(-C)-[O;H0;D2;+0:1]-[C:2](=[O;D1;H0:3])/[C:4]=[C:5]
UNK,[#7;a:9]:[c:8]1:[#7;a:7]:[c:6]:[#7;a:5]:[c;H0;D3;+0:4](-[c;H0;D3;+0:1](:[#8;a:2]):[c:3]):[c:10]:1:[#7;a:11]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:1](:[#8;a:2]):[c:3].Cl-[c;H0;D3;+0:4]1:[#7;a:5]:[c:6]:[#7;a:7]:[c:8](:[#7;a:9]):[c:10]:1:[#7;a:11]
UNK,[#7:4]-[C@@H;D3;+0:5](-[C;D1;H3:6])-[C:7]-[N;H0;D3;+0:8](-[C:9])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7:4]-[C@@H;D3;+0:5](-[C;D1;H3:6])-[C:7]-[NH;D2;+0:8]-[C:9]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[#7;a:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].C-[Sn](-C)(-C)-[c;H0;D3;+0:4](:[#7;a:5]):[c:6]
UNK,[#7:4]-[C:3]=[C;H0;D3;+0:1](-[C:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>I-[C;H0;D3;+0:1](-[C:2])=[C:3]-[#7:4].O-B(-O)-[c;H0;D3;+0:5](:[c:6]):[c:7]
UNK,[O;D1;H0:6]=[C:7]-[O;H0;D2;+0:8]-[CH;D3;+0:1](-[c:2])-[#8:3]-[C:4]=[O;D1;H0:5]>>Br-[CH;D3;+0:1](-[c:2])-[#8:3]-[C:4]=[O;D1;H0:5].[O;D1;H0:6]=[C:7]-[OH;D1;+0:8]
UNK,[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[N;H0;D3;+0:6]1-[C:4]-[C:5]-1>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]1-[C:5]-[NH;D2;+0:6]-1
UNK,[C:2]-[C@H;D3;+0:3]1-[C:4]-[C:5]-[C@H;D3;+0:6]2-[C@@H;D3;+0:7]3-[C:8]=[C:9]-[C:10]4=[C:11]-[C:12](=[O;D1;H0:13])-[C@@H;D3;+0:14]5-[O;H0;D2;+0:1]-[C@@H;D3;+0:15]-5-[C@;H0;D4;+0:16]-4(-[C;D1;H3:17])-[C@H;D3;+0:18]-3-[C:19]-[C:20]-[C@;H0;D4;+0:21]-1-2-[C;D1;H3:22]>>O-[OH;D1;+0:1].[C:2]-[C@H;D3;+0:3]1-[C:4]-[C:5]-[C@H;D3;+0:6]2-[C@@H;D3;+0:7]3-[C:8]=[C:9]-[C:10]4=[C:11]-[C:12](=[O;D1;H0:13])-[CH;D2;+0:14]=[CH;D2;+0:15]-[C@;H0;D4;+0:16]-4(-[C;D1;H3:17])-[C@H;D3;+0:18]-3-[C:19]-[C:20]-[C@;H0;D4;+0:21]-1-2-[C;D1;H3:22]
UNK,[O;D1;H0:2]=[CH;D2;+0:1]-[c;H0;D3;+0:6]1:[c:5]:[c:4]:[#7;a:3]:[c:7]:1>>C-N(-C)-[CH;D2;+0:1]=[O;D1;H0:2].[#7;a:3]1:[c:4]:[c:5]:[cH;D2;+0:6]:[c:7]:1
UNK,[C;D1;H3:4]-[C:3](=[O;D1;H0:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[O;H0;D2;+0:6]-[c:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[C;D1;H3:4])=[O;D1;H0:5].[OH;D1;+0:6]-[c:7]
UNK,[#7;a:3]:[c:4]:[n;H0;D3;+0:5](-[CH2;D2;+0:1]-[c:2]):[c:6]-[C:7]=[O;D1;H0:8]>>O-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[c:4]:[nH;D2;+0:5]:[c:6]-[C:7]=[O;D1;H0:8]
UNK,[C:7]-[C@H;D3;+0:8](-[c:10])-[NH;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6]>>F-C(-F)(-F)-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6].[C:7]-[C@@H;D3;+0:8](-[NH2;D1;+0:9])-[c:10]
UNK,[#16;a:1]:[c:2]-[NH;D2;+0:3]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:5]-[C:4]>>[#16;a:1]:[c:2]-[NH2;D1;+0:3].[C:4]-[N;H0;D2;+0:5]=[C;H0;D2;+0:6]=[O;D1;H0:7]
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[N;H0;D3;+0:8](-[c:9])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[c:9]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[c:3]:[#7;a:4])-[c;H0;D3;+0:5]1:[#7;a:6]:[#7;a:7]:[c:8]:[c:9]:1>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:5]1:[#7;a:6]:[#7;a:7]:[c:8]:[c:9]:1
UNK,[C;D1;H3:2]-[n;H0;D3;+0:3]1:[c:4]:[c:5]:[n;H0;D2;+0:6]:[cH;D2;+0:1]:1>>O-[CH;D2;+0:1]=O.[C;D1;H3:2]-[NH;D2;+0:3]-[c:4]:[c:5]-[NH2;D1;+0:6]
UNK,[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]=[O;D1;H0:8]>>Br-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8]
UNK,[C:5]-[N;H0;D3;+0:6](-[C:7])-[CH;D3;+0:1]1-[C:2]-[#8:3]-[C:4]-1>>O=[C;H0;D3;+0:1]1-[C:2]-[#8:3]-[C:4]-1.[C:5]-[NH;D2;+0:6]-[C:7]
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8]
UNK,[C;D1;H3:5]-[C@H;D3;+0:6]1-[C:7]-[C:8]-[C@H;D3;+0:9](-[#7:10]-[C:11]=[O;D1;H0:12])-[C:13]-[C:14]-1.[C:15]-[N;H0;D3;+0:16](-[C:17])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C;D1;H3:5]-[C@H;D3;+0:6]1-[C:7]-[C:8]-[C@H;D3;+0:9](-[#7:10]-[C:11]=[O;D1;H0:12])-[C:13]-[C:14]-1.[C:15]-[NH;D2;+0:16]-[C:17]
UNK,[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH;D2;+0:1]=[CH2;D1;+0:6]>>O=[CH;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[CH3;D1;+0:6]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1
UNK,[#7;a:4]:[c:3](:[c:5]:[#7;a:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[c:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[NH2;D1;+0:7]-[c:8]
UNK,[c:8]-[NH;D2;+0:7]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>I-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[NH2;D1;+0:7]-[c:8]
UNK,[#7;a:3]:[c:4](:[#8;a:5])-[S;H0;D2;+0:6]-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[c:4](:[#8;a:5])-[SH;D1;+0:6]
UNK,[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[c:3]:[#7;a:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].C-C1(-C)-O-B(-[c;H0;D3;+0:5](:[c:6]):[c:7])-O-C-1(-C)-C
UNK,[C:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:4]-[c:5]>>Br-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[OH;D1;+0:4]-[c:5]
UNK,[#7;a:4]:[c:3]:[c:2]:[c;H0;D3;+0:1](:[c:5]:[#7;a:6])-[N;H0;D3;+0:8](-[C:7])-[C;D1;H3:9]>>Br-[c;H0;D3;+0:1](:[c:2]:[c:3]:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH;D2;+0:8]-[C;D1;H3:9]
UNK,[c:2]-[CH;D3;+0:1](-[c:3])-[c:4]>>O-[C;H0;D4;+0:1](-[c:2])(-[c:3])-[c:4]
UNK,[C:2]-[C:3](-[C;D1;H3:4])=[C:5]-[CH;D3;+0:6](-[CH3;D1;+0:1])-[OH;D1;+0:7]>>[CH3;D1;+0:1]-[Mg+].[C:2]-[C:3](-[C;D1;H3:4])=[C:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7]
UNK,[C:2]-[C@@H;D3;+0:3]1-[O;H0;D2;+0:1]-[C@@H;D3;+0:4]-1-[c:5]>>C-C(-C)(-C)-O-[OH;D1;+0:1].[C:2]-[CH;D2;+0:3]=[CH;D2;+0:4]-[c:5]
UNK,[C:6]-[N;H0;D3;+0:7](-[C:8])-[CH;D3;+0:1](-[c:2])-[#8:3]-[C:4]=[O;D1;H0:5]>>O-[CH;D3;+0:1](-[c:2])-[#8:3]-[C:4]=[O;D1;H0:5].[C:6]-[NH;D2;+0:7]-[C:8]
UNK,[N;H0;D1;+0:2]#[C;H0;D2;+0:1]-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>O=[C;H0;D3;+0:1](-[NH2;D1;+0:2])-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1
UNK,[#8;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[#8;a:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6]
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[C;H0;D3;+0:5](=[O;D1;H0:6])-[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].Cl-[C;H0;D3;+0:5](=[O;D1;H0:6])-[c:7]
UNK,[C;D1;H3:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7]>>[C;D1;H3:1]-[N;H0;D2;+0:2]=[C;H0;D2;+0:3]=[O;D1;H0:4].[NH2;D1;+0:5]-[C:6]=[O;D1;H0:7]
UNK,[#16;a:6]:[c:7]-[CH;D3;+0:8](-[C;D1;H3:9])-[N;H0;D3;+0:10](-[C;D1;H3:11])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]-[c:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]-[c:5].[#16;a:6]:[c:7]-[C@@H;D3;+0:8](-[C;D1;H3:9])-[NH;D2;+0:10]-[C;D1;H3:11]
UNK,[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>O-B(-O)-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7]
UNK,[C:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4].[C:5]-[NH2;D1;+0:6]
UNK,[#8:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[n;H0;D3;+0:6]1:[c:7]:[c:8]:[#7;a:4]:[c:5]:1>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[#7;a:4]1:[c:5]:[nH;D2;+0:6]:[c:7]:[c:8]:1
UNK,[#8:8]-[C:7](=[O;D1;H0:9])-[c:6]1:[c:5]:[#7;a:4]:[c:3]:[c:2]:[c;H0;D3;+0:1]:1-[O;H0;D2;+0:11]-[C;D1;H3:10]>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7](-[#8:8])=[O;D1;H0:9].[C;D1;H3:10]-[O-;H0;D1:11]
UNK,[C:4]-[C@@H;D3;+0:5](-[#7:6]-[C:7]=[O;D1;H0:8])-[C:9]-[N;H0;D3;+0:10](-[C:11])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[C@@H;D3;+0:5](-[#7:6]-[C:7]=[O;D1;H0:8])-[C:9]-[NH;D2;+0:10]-[C:11]
UNK,[#7:5]-[C:6]-[C@@H;D3;+0:7](-[#7:8])-[C:9].[C:10]-[N;H0;D3;+0:11](-[C:12])-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[#7:5]-[C:6]-[C@@H;D3;+0:7](-[#7:8])-[C:9].[C:10]-[NH;D2;+0:11]-[C:12]
UNK,[C:2]-[CH;D3;+0:1](-[C:3])-[N;H0;D3;+0:10]1-[C:9]-[C:8]-[C@@H;D3;+0:7](-[#7:6]-[C:5]=[O;D1;H0:4])-[C:11]-1>>O=[C;H0;D3;+0:1](-[C:2])-[C:3].[O;D1;H0:4]=[C:5]-[#7:6]-[C@@H;D3;+0:7]1-[C:8]-[C:9]-[NH;D2;+0:10]-[C:11]-1
UNK,[#16:13]-[N;H0;D3;+0:14](-[C:15])-[c;H0;D3;+0:1]1:[c:2]2:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:2:[#7;a:7]:[c:8]:[c:9]:1-[C:10](-[#8:11])=[O;D1;H0:12]>>Cl-[c;H0;D3;+0:1]1:[c:2]2:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:2:[#7;a:7]:[c:8]:[c:9]:1-[C:10](-[#8:11])=[O;D1;H0:12].[#16:13]-[NH;D2;+0:14]-[C:15]
UNK,[O;D1;H0:5]=[c;H0;D3;+0:6]1:[nH;D2;+0:1]:[c:2]:[c:3]:[nH;D2;+0:4]:1>>[NH2;D1;+0:1]-[c:2]:[c:3]-[NH2;D1;+0:4].[O;D1;H0:5]=[C;H0;D3;+0:6](-n1:c:c:n:c:1)-n1:c:c:n:c:1
UNK,[#8:2]-[B;H0;D3;+0:1](-[#8:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-C1(-C)-O-B(-[B;H0;D3;+0:1](-[#8:2])-[#8:3])-O-C-1(-C)-C.I-[c;H0;D3;+0:4](:[c:5]):[c:6]
UNK,[C:3]-[NH;D2;+0:4]-[CH;D2;+0:1]=[O;D1;H0:2]>>O-[CH;D2;+0:1]=[O;D1;H0:2].[C:3]-[NH2;D1;+0:4]
UNK,[N;D1;H2:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>Cl-[CH2;D2;+0:1]-[C:2](-[N;D1;H2:3])=[O;D1;H0:4].[OH;D1;+0:5]-[c:6]
UNK,[C:3]-[C@H;D3;+0:4]1-[C:10](=[O;D1;H0:11])-[#7:9]-[C@@H;D3;+0:7](-[C;D1;H3:8])-[C:6]-[N;H0;D3;+0:5]-1-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C:3]-[CH;D3;+0:4]1-[NH;D2;+0:5]-[C:6]-[CH;D3;+0:7](-[C;D1;H3:8])-[#7:9]-[C:10]-1=[O;D1;H0:11]
UNK,[#7:6]-[#7:7]-[c;H0;D3;+0:8]1:[n;H0;D2;+0:9]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3](:[c:4]):[c:5]):[cH;D2;+0:1]:[s;H0;D2;+0:10]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3](:[c:4]):[c:5].[#7:6]-[#7:7]-[C;H0;D3;+0:8](-[NH2;D1;+0:9])=[S;H0;D1;+0:10]
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8]
UNK,[C;D1;H3:4]-[C@@H;D3;+0:5]1-[#8:6]-[C@H;D3;+0:7](-[C;D1;H3:8])-[C:9]-[N;H0;D3;+0:10](-[c;H0;D3;+0:1](:[c:2]):[c:3])-[C:11]-1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[C@H;D3;+0:5]1-[#8:6]-[C@@H;D3;+0:7](-[C;D1;H3:8])-[C:9]-[NH;D2;+0:10]-[C:11]-1
UNK,[C;D1;H3:4]-[NH;D2;+0:5]-[CH;D3;+0:1](-[C;D1;H3:2])-[c:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[C;D1;H3:4]-[NH2;D1;+0:5]
UNK,[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[C:6]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C:6]
UNK,[O;D1;H0:5]=[C;H0;D3;+0:6](-[NH;D2;+0:1]-[#7:2]-[C:3]=[O;D1;H0:4])-[NH;D2;+0:7]-[c:8]>>[NH2;D1;+0:1]-[#7:2]-[C:3]=[O;D1;H0:4].[O;D1;H0:5]=[C;H0;D2;+0:6]=[N;H0;D2;+0:7]-[c:8]
